ID,SourceId,Organization,RoadwayName,DirectionOfTravel,Description,Reported,LastUpdated,StartDate,PlannedEndDate,LanesAffected,Latitude,Longitude,LatitudeSecondary,LongitudeSecondary,EventType,IsFullClosure,Comment,EncodedPolyline,Recurrence,RecurrenceSchedules,LinkId
19689,2024-5014-484004271,MTO-constructions,592,,"Expect delays up to 5 minutes.
 Highway 592 at Little East River Bridge
 Single lane closures. Speed limit reduced to 60 Kilometres per hour. Lane width reduced to 3.3 metres and shoulder reduced to 0 metre. Restrictions are 24/7.
 
 August 08, 2025 - August 15, 2025",2024-05-13T04:00:00+00:00,2025-08-12T16:15:21+00:00,2024-05-13T04:00:00+00:00,2025-11-07T05:00:00+00:00,No Data,45.4557715310565,-79.2487976149469,,,roadwork,False,"August 08, 2025 - August 15, 2025",qamtG~gubNyCu@uA@m@LeD~AaCbAgAVeAJgCN,,,133789049
19693,2021-3037-2039359906,MTO-constructions,401,Both Directions,"Expect delays up to 10 minutes.
 Highway 401, from Putnam Road to Highway 19.
 Highway 401 Westbound at Putnam Road interchange on and off-ramps will be closed overnight during paving operations. Highway 401 eastbound and westbound lanes are reduced from 3 lanes to 2 lanes from Putnam Road to Culloden Road for paving operations. Lane width at this location is 3.5 meters, each lane in both directions. Speed Reduction from 100 kilometers per hour to 80 kilometers per hour will be in effect. Highway 401 eastbound between Putnam Road and Highway 19 reduced to one lane nightly, 08-11-2025 to 08-14-2025 morning for paving operations. Lane Width 3.75 meters, Shoulder 3.0 meters. Highway 401 westbound from Culloden Road to Putnam Road reduced to one lane nightly, 08-11-2025 to 08-16-2025 morning for paving operations. Speed Reduction from 100 kilometers per hour to 80 kilometers per hour will be in effect. Lane Width 3.75 meters, Shoulder 3.0 meters Highway 401 eastbound and westbound at Putnam Road on and off ramps will be closed during the day on 08-11-2025 and 08-12-2025.
 
 August 08, 2025 - August 15, 2025",2022-06-06T04:00:00+00:00,2025-08-13T18:03:28+00:00,2022-06-06T04:00:00+00:00,2025-11-02T04:00:00+00:00,No Data,43.0275094,-80.8540971,,,roadwork,False,"August 08, 2025 - August 15, 2025",}xreGbynlN??tG`KhHnMvu@ptAzHnNfFtJ`D`GzInPrX`h@fErIrBvDrBrDpF`JzBjD~FlI`C`DbC~CdCzChCxCpf@hp@fq@j}@hA`BdAbBXh@Xh@p@jAd@`Az@xAhAdC`ClGz@jCv@nCdBnHl@|CjAzHt@rHnTvmCH~@,,,778025715
20190,2022-2008-465292616,MTO-constructions,400,Both Directions,"Expect delays up to 10 minutes.
 Highway 400 Northbound
 All lanes remain open for the week of August 11 - 15, 2025
 
 August 08, 2025 - August 15, 2025",2022-06-01T04:00:00+00:00,2025-08-07T19:40:47+00:00,2022-06-01T04:00:00+00:00,2025-08-01T04:00:00+00:00,No Data,44.335457482594,-79.6846537721071,,,roadwork,False,"August 08, 2025 - August 15, 2025",sgrmG`ljeNoPlCy\fFwCd@wGlA_Fv@qMrBoHhAwBXiFx@sAXcCn@oBn@cBn@aBp@iAh@sAt@gBdAwBxAcAv@aDnCuAtAwAzAeEdFoGbIkGvH,,,1129635419
20191,2024-2016-937124400,MTO-constructions,QEW,Eastbound,"Expect delays up to 15 minutes.
 Queen Elizabeth Way from the 1.3 kilometres West of Seventh Street Louth to 0.12 kilometre East of Niagara Street
 The following constructions will be happen at Queen Elisabeth Way from the 1.3 kilometers West of Seventh Street Louth to 0.12 kilometers East of Niagara Street, and expects to delay for 15 minutes: 1). From July 8 to August 19, alternating closures of Lane #1, 2 & 3, would be expected with TC-54s from 9:00pm to 9:00am for Westbound lanes. Left and right shoulder are available accordingly. Speed limit reduction from 100 kilometres per hour to 80 kilometers per hour. 2). From July 8 to August 6, alternate closure of Lane 1, Lane 2, and Lane 3 would be expected with TC-54s from 9:00pm to 9:00am for Eastbound lanes.  Left and right shoulder are available accordingly. Speed limit reduction from 100 kilometres per hour to 80 kilometres per hour. 3) From July 9 to July 11, Queen Elisabeth Way Toronto Bound On-Ramp with Highway 406 South/West with be fully closed. 4) From July 8 to July 10, Queen Elisabeth Way Toronto Bound Off-Ramp with Highway 406 South/West with be fully closed.
 
 August 08, 2025 - August 15, 2025",2024-06-03T04:00:00+00:00,2025-08-07T13:29:18+00:00,2024-06-03T04:00:00+00:00,2025-08-29T04:00:00+00:00,No Data,43.1698564043857,-79.2169114279058,,,roadwork,False,"August 08, 2025 - August 15, 2025",srnfGt`obN}Ijl@qHpf@c@xCWpBsCvVsCjWm@pFcKb}@u@`HsA`M{Jb}@IpCIdEFpEDpBL|BXpCVlB|@pFjDnRnClONlAVxDRvE@fCwAl`@Ab@,,,851039046
20192,2024-2019-1862136964,MTO-constructions,QEW,Eastbound,"Expect delays up to 10 minutes.
 QEW between Gilmore Road and Baker Road
 From July 12, 2025, 12:00 a.m. to July 15, 2025, 11:59 p.m. Expect to delay for 10 minutes. On Queen Elizabeth Way (QEW) southbound between Gilmore Road and Baker Road, alternating closures of Lane 1 and Lane 2 will occur daily. The effective travel lane width is 3.75 metres. The right shoulder is fully paved with a width of 3.00 metres, and the left shoulder is partially paved with a width of 0.50 metres. TC-54 barrels are used as traffic control barriers. There are no length restrictions or height reductions noted.
 
 August 08, 2025 - August 15, 2025",2024-09-27T04:00:00+00:00,2025-08-07T13:29:41+00:00,2024-09-27T04:00:00+00:00,2025-06-27T04:00:00+00:00,No Data,42.9191416,-78.9678597999999,,,roadwork,False,"August 08, 2025 - August 15, 2025",ss}dGbl~`NcRvS_u@nx@mAtAcFtFaB~AoC`DaIfJaHfJcChD_FfHuVr]}SbYeJ|LoNhReHfKgAfBuC`EmOdUgc@dp@kEpGgEjGu@hA]d@g@v@sJvNiSnZy@lAa@l@sBzCiPbVcNfSA?,,,1192889710
21779,2024-5007-2012678201,MTO-constructions,101,,"Expect delays up to 10 minutes.
 Highway 101 at Ghost River Bridge, 4.3 kilometres west of Highway 672
 Single lane closure with traffic controlled by temporary traffic signals. Speed reduced to 60 kilometres per hour. Lane width reduced to 3.53 metres. Traffic control barrier top height of 1.12 metres.
 
 August 08, 2025 - August 15, 2025",2025-03-31T04:00:00+00:00,2025-08-13T12:02:37+00:00,2025-03-31T04:00:00+00:00,2026-10-14T04:00:00+00:00,No Data,48.5308669643245,-79.8523374834197,,,roadwork,False,"August 08, 2025 - August 15, 2025",}tegHbdkfNpKl_AvHtt@\~Cb@`Ef@pD~^fpB,,,970738046
22094,2022-3011-1375115236,MTO-constructions,40,Both Directions,"There is no impact on traffic.
 Highway 40 at Confederation Line. Total project length : 2.1 kilometres
 1. Both northbound and southbound lanes on Highway 40 to remain open. 2. No Speed Reduction during this time. 3. TCB installed. Reduced width = 3.95 metres each for northbound and southbound lanes.
 
 August 08, 2025 - August 15, 2025",2025-01-09T05:00:00+00:00,2025-08-07T13:06:11+00:00,2025-01-09T05:00:00+00:00,2027-06-04T04:00:00+00:00,No Data,42.9422840691546,-82.3457210791958,,,roadwork,False,"August 08, 2025 - August 15, 2025",gdbeGvcruNcGGyGAcF?yTBoFAyGBqDAwCEeGOeCGmXk@mEK,,,1285401556
22467,2024-4052-602218996,MTO-constructions,417,,"Expect delays up to 10 minutes.
 Highway 417 - from 2.0 kilometres east of Panmure Road (Interchange 163) to 1.5 kilometres west of Campbell Drive (Interchange 187)
 Eastbound off and on ramps at Ottawa Road 29 (Interchange 180) closed nightly as required August 10-13, 2025 between 8:00 p.m. and 6:00 a.m.  Traffic may encounter shoulder closures, daily and nightly lane closures and ramp closures.  Speeds reduced to 80 kilometres per hour.  Effective lane width 4.0 metres.
 
 August 08, 2025 - August 15, 2025",2025-04-28T04:00:00+00:00,2025-08-07T13:47:21+00:00,2025-04-28T04:00:00+00:00,2025-10-31T04:00:00+00:00,No Data,45.3328833629203,-76.1616315970487,,,roadwork,False,"August 08, 2025 - August 15, 2025",oausGdizoMeCbUoHzq@e@zDc@`Dw@vFs@rEm@pDi@vCo@`Dm@tCs@fDy@lDwAtFkBvGcAjD}AzEuA|DcApCcAlCo@~A{AnDkAlCiTze@cDnHkGfN_E|ImHnPiCfGyAnDiArCeBrE_ExK{AjEgCpH{AvEqAdEkB`GgQrl@aA|C{ArEsBxFaAbC}@vBiAjCcAxBkAdCaAjBcCtEsEvHQVyBhDoKlO{SpZmFvHyCdEef@tp@e]fe@wBrCcDrEyEtGaI|KmDbF{GbKmJfOwDfG}JdP{BvDq@fAsMrS{CvEaD|EuFnIeFpHeEbGuJbN{@hA{CbEqq@f}@uIfLkA`Bs@fAaBnCcArBi@fA_AzBmAhDW|@k@tB_@~A]`Bi@vCi@tDUfBQlBS`CMhCMvCc@hQ]~LE`Cy@`[_@fOi@hSAn@u@`Z??I`CSzHqC|fAaAza@UfGCbLBnLd@hg@@|DBhRWzIk@vGeCzNk@xAm@~AcBxCoBzCyJfO_`@hi@sCzD}DtFgDdG{@jBaAdCcAxC}@vC]xA_AjE_@~B]zBc@rEOtBOnCa@`Q_@tQ_@nRY|NAJ]vP]vP,,,1053440349
22469,2024-5005-1647787969,MTO-constructions,11,Northbound,"Expect delays up to 5 minutes.
 Highway 11 from 4.0 kilometres north of North Junction Highway 569 northerly to 0.6 kilometre north of Highway 573 for 21.1 kilometres.
 Single lane closures during the day from Monday to Friday.  Effective lane and shoulder width of 3.75 metres plus approximately 0.5 metres paved shoulder. At Crocodile Creek Culvert. Temporary traffic signals with single lane temporary modular bridge. Speed reduced to 70 kilometres per hour at structure site. Lane width of 4.2 metres.
 
 August 08, 2025 - August 15, 2025",2024-06-03T04:00:00+00:00,2025-08-13T00:59:48+00:00,2024-06-03T04:00:00+00:00,2025-11-20T05:00:00+00:00,No Data,47.8193302382106,-79.8643532487656,,,roadwork,False,"August 08, 2025 - August 15, 2025",yuzbHdomfNxAlT^fGFjBBxCAvDGzB_@zFOxA[zCaAjFg@lBk@nBc@tA{@vBy@dBkAvBkZzh@eLdS}EnImBtDmAbCoAxByAtBiVnb@qCzEkAdB{C~DgCnCwEjEaD`CiQhLkd@bZat@pe@ooAny@}H`Fi^|Uwz@hj@{tAp}@gHhEaEtBoDrBk@\sBrAu@n@mAzAIFGHia@~WyAdAqD|CeDjD}CzDqIlL_l@nx@sg@vr@]^sBrCqC~DiIfLmKzNyQ|VsTtZu@~@ab@xk@cn@h{@{HnKcD|CyCpBeChAe@RcAZm@L_@Fo@Pyt@|KkBTyIxAoDdAsCtAy@j@qB|AaC~BqAjBcA|A,,,1141478216
22661,2024-5012-1755439400,MTO-constructions,11,,"There is no impact on traffic.
 Highway 11, CNR Northbound Overhead, CNR Southbound Overhead, Birchs Road Northbound Overpass, Birchs Road Southbound Overpass.
 Continuous single lane closures on Highway 11 CNR southbound overhead. Continuous single lane closures on Highway 11 CNR northbound overhead. Speed reduced to 80 kilometres per hour while work is taking place. CNR southbound overhead lane width is 3.7 metres with traffic control barrels in place and no loads exceeding 3.7 metres wide can pass through the reduced lane/shoulder regardless of airlift capabilities due to debris protection installed on the barrier walls. CNR northbound overhead lane width is 4.2 metres with traffic control barrels in place and no loads exceeding 4.2 metres wide can pass through the reduced lane/shoulder regardless of airlift capabilities due to debris protection installed on the barrier walls. No reduced height.
 
 August 08, 2025 - August 15, 2025",2024-05-27T04:00:00+00:00,2025-08-13T22:28:19+00:00,2024-05-27T04:00:00+00:00,2025-11-25T05:00:00+00:00,No Data,46.2721836100562,-79.4007592229065,,,roadwork,False,"August 08, 2025 - August 15, 2025",cplyGv}rcNu@Ty@JgCTyHIe@?kBRuAPyA\_Bj@mDjBcA~@{AzA_GfI_EjFaBzBgGlIsBtCcD|EiKjS}LlVgAhBwFlIiIhImBxAkw@jn@sA~@kF|DkK~H,,,1130990057
22787,2022-4014-1290355254,MTO-constructions,17,Both Directions,"Expect delays up to 15 minutes.
 Highway 17 - from 0.6 kilometre west of Foresters Falls Road to 1.9 kilometres east of Foresters Falls Road.
 Traffic may encounter single lane closures with flagging Monday to Thursday from 1/2 hour after sunrise to 1/2 hour before sunset and to 3:00 p.m. on Friday.  Speeds reduced to 60 kilometres per hour during flagging operations.  Effective lane width 4.5 metres.
 
 August 08, 2025 - August 15, 2025",2024-04-15T04:00:00+00:00,2025-08-07T13:09:27+00:00,2024-04-15T04:00:00+00:00,2025-10-03T04:00:00+00:00,No Data,45.6217204189963,-76.8704546824484,,,roadwork,False,"August 08, 2025 - August 15, 2025",wnmuGhwdtM,,,720286969
22788,2024-4009-1826582194,MTO-constructions,41,N/A,"Expect delays up to 15 minutes.
 Highway 41 - from Madawaska River Bridge in Griffith to County Road 512 in Eganville
 Traffic will encounter a long duration single lane closure north of Opeongo Road controlled by temporary traffic signals and temporary concrete barrier.  Traffic may encounter single lane closures with flagging Monday to Thursday between 7:00 a.m. and 8:30 p.m. and to 3:00 p.m. on Fridays. Speeds reduced to 60 kilometres per hour.  Effective lane width 3.75 metres. Reduced height of 5.0 metres at traffic signals
 
 August 08, 2025 - August 15, 2025",2025-04-28T04:00:00+00:00,2025-08-07T19:42:12+00:00,2025-04-28T04:00:00+00:00,2025-11-14T05:00:00+00:00,No Data,45.242333117683,-77.1776782988094,,,roadwork,False,"August 08, 2025 - August 15, 2025",qkcsGnw`vMUcCK{@SiCaA_Kw@_J{Daa@}Cm[{BmUk@{FaBaKmAqF}AeGyB{GmCyGuB_FmEiKiKoVsDwJeDaKaByFGS}CkMoAgFe@oC]sCgFyh@]uCc@qCk@mCs@gCy@aC_A}BcAuBgJ_QaAuB{@_Cs@_CeQcs@iDiNyAgFmBwE}BaEeGaJ}@}Au@gBg@kB_@qBU{BgB}YWwBc@oBk@eBs@wA{@oAiNcPcAwAw@uAgAmBw@kB{KoYcA}Bq@iB}G}QqBuGyCaL{@aCiAmBm@q@i@i@_B}@eBe@iBGqETkB?iB]iBs@ia@aVw@k@g@_@wA_BkAqBuFsLeDgHiAoBwA}AaBkAgBq@iB_@eWkCoB[mBo@o@[y@a@sAcAKI{A{AqAeByPe[Q]eAwB_A_Cw@gCk@oC]sCUyCKyCWsRMyCYcCu@{C}@_CqBiE}AeD{@aCoFeVc@mBy@cCgAsBsAeB_BmAeBw@iB_@kBImBLkBb@aB|@i]dVcB|@iBd@mBLuAIWAiBa@gB{@}AqAsAaBeSqY{FmHyA{AwFuHqIqK}AoAcBw@kBc@wEw@kBg@gBs@aBeAmAgAeHmG}KiK}EsE}AmAeBs@gBe@gk@qJmBOy@EyGWqBa@kBy@sH_FcBoAaB{AuAkBsD_GqEiHaDuEwAyAuLaK_@]uAeBiAwB{@cCaB}Gu@iC}@_CgAwBkKcRgAcBg@iAiAaDwA_FaA|Bo@|@mBbEcChFWl@k_@fy@iFzGgDrCoDnB}|@l`@qE|AaG|@oxA`H{Y|AaFhAyCrAaAl@_FlEoErGkJdOc^r]_DrDuJpTsCdEoDfCiZrMqlBry@ygBbx@mkBzz@qt@z\ss@b\aNfGaFvBcY|LmV~K_a@pQ}c@pSii@~U,,,966906957
23925,2022-5007-956703653,MTO-constructions,118,Eastbound,"Expect delays up to 5 minutes.
 Highway 118 from 4.4 kilometres east of Highway 11/118 interchange easterly for 26.1 kilometres
 Single lane closures controlled with flaggers Monday to Friday. Speed reduced to 60 kilometres an hour during flagging operations. Lane reduced to 4 metres. No height restrictions.
 
 August 08, 2025 - August 15, 2025",2024-07-15T04:00:00+00:00,2025-08-13T16:47:11+00:00,2024-07-15T04:00:00+00:00,2025-09-22T04:00:00+00:00,No Data,45.0370354303254,-78.9633874764412,,,roadwork,False,"August 08, 2025 - August 15, 2025",oh{qGdp}`NtIjPrBlEh@nB^xBPzBDbCFt]DlBBrPArCJbh@D|GJdCXzBh@pBl@hAr@`Ab@`@pAz@xAb@xAl@tA|@~@lA|@bBRd@dDfH\j@d@f@jDxCdClB`BxAjAnAhArArGvIvJhM`_@hf@nDrEnApAb@\dCvAnMfExAp@vA~@`DjEfA|@jAr@nLhCjAh@v@r@p@dAv@vBT`AtAjHrCnPXdCt@jTbBlc@ZlI`@`DtAzH\|BvAbHzBvLr@lE\~Ad@~An@pAj@~@~@fA`ElCdCjB|CtB~LtIhAnAv@~A|@dEJtFuCt{C?dRHdCbAxGzBdMFbCW|WO`CsAtFyG|PeAbBoFvF{@v@gIlImDfEgAzAy@lBYnAQ|@QnBa@r_AE~OUlDSxAc@`CiJbb@]~BIbCHfCfDxWb@|Bl@tBdBhF`@lBNnB@nBA`AUbCqCfQWdBK|ABpBNbBv@lGLl@TfC@vCG~B_@lJI~C@jB^|Dz@bGTfC\lGVnGXjBb@dBlGhRp@tBf@vB^~BRdBtAzPNdCBjCQbCi@jCe@vAs@`BwAnEa@lBShBI|B?bCn@tIRxD`ClXj@tDn@~Bx@tBbApBX`@Zj@rA`C|B~Dp@dB^vBz@tSp@tFpAlEbEnIpA|DpFxUpArKdD~[\tBbAtCtHdR`N|\jZ`u@`BrFzOzuArInv@b@zGO`cAs@xKkBbO,,,977535336
24678,2023-2028-241466068,MTO-constructions,7A,Westbound,"Expect delays up to 10 minutes.
 All Westbound lanes of Highway 7A between Brook Street and Highway 7/12, Manchester, ON
 May 1 2025 to October 31 2025, 7A Westbound closed at Brook Street to Highway 7/12. Traffic 7A Eastbound have a 3.25 metres travel width. Detour in effect with signage in the area
 
 August 08, 2025 - August 15, 2025",2024-05-06T04:00:00+00:00,2025-08-07T13:16:32+00:00,2024-05-06T04:00:00+00:00,2025-09-30T04:00:00+00:00,No Data,44.0794273034789,-78.9805819239914,,,roadwork,False,"August 08, 2025 - August 15, 2025",mg`lGr{`aN`G`IJP`@lA,,,29497541
24679,2023-5136-1107291707,MTO-constructions,35,,"Expect delays up to 5 minutes.
 Highway 35, From 1.6 kilometres South of Highway 118 Northerly 9.7 kilometres
 Daily single lane closures sunrise to sunset controlled with flaggers. Speed reduced to 60 kilometres an hour during flagging operations. Lane restricted to 4 metres. No height restriction.
 
 August 08, 2025 - August 15, 2025",2024-06-10T04:00:00+00:00,2025-08-13T16:48:04+00:00,2024-06-10T04:00:00+00:00,2025-09-30T04:00:00+00:00,No Data,45.0420873841352,-78.6942228217002,,,roadwork,False,"August 08, 2025 - August 15, 2025",ah|qGz}h_NqAfBwCbEkAjBsGvIgAbBuAzAm@^q@Xs@P{AJ{AQa@Mq@WgFiCuAw@_CeAcAYgAIiAHgAToi@tU{e@xSsGrCkIrDkDnBYP}@dAu@tAo@dBQt@Qz@_@nEG|AK`GCtHg@tLOjBCb@Ov@SnAs@nB[Rq@`BwAzA}FnFa@^uEhEKHmAzAaAbBs@tBiA~DiA~Dw@tB{@jBeAhByGfLk@lBYMoAnA{AbAkE~A??qRtGeBr@_BdA{AnAwA~AiDrEm@l@m@l@_BnAkD~B}HdFeBpAcEpDcBpAqMhLqAxA_AjBw@hC[lBw@|Km@nDSrBIr@u@xHsAtM_@lCS|@QbAk@|Bq@tBs@jBiDbHk@fB_@xBQ~Be@lKSzC[dCm@vB{@lBgAzAoAhAg@Vs@^_B\q@Bq@BwBY{KiC??yE}@kBQoBK{@C,,,942306434
24680,2023-5136-1627788344,MTO-constructions,118,,"Expect delays up to 5 minutes.
 Highway 118 from 0.3 kilometres west of highway 35 easterly to 0.6 kilometre.
 Daily single lane closures sunrise to sunset controlled with flaggers. Speed reduced to 60 kilometres an hour during flagging operations. Lane restricted to 4 metres. No height restriction.
 
 August 08, 2025 - August 15, 2025",2024-06-10T04:00:00+00:00,2025-08-13T16:47:37+00:00,2024-06-10T04:00:00+00:00,2025-09-30T04:00:00+00:00,No Data,45.0478921355764,-78.6932784470713,,,roadwork,False,"August 08, 2025 - August 15, 2025",il}qG~wh_NfBbD|@fBt@lBxGtS|@tCXfA,,,942198945
24681,2024-6006-1408040336,MTO-constructions,599,Both Directions,"Expect delays up to 10 minutes.
 32.5 kilometres north Highway 17 junction at English River bridge northerly 27.2 kilometres to Highway 642
 
 
 August 08, 2025 - August 15, 2025",2024-10-23T04:00:00+00:00,2025-08-07T13:13:56+00:00,2024-10-23T04:00:00+00:00,2025-10-10T04:00:00+00:00,No Data,49.6078226181313,-91.3697471266816,,,roadwork,False,"August 08, 2025 - August 15, 2025",{_xmH|stlPo@kAai@{|@yE}HmA_BqAwA{FqFaGkFkqAylAcDkDkA_BgAgBcAoBsBmFs@_CcBoGc@oC[uCWyC]sHg@cRUoC_@qHoA}QYsCa@mCi@gCu@_C{@yBeAoBiAgBoA}A{r@{s@qAuAkA}AgAiB}@wBw@}B_BmGqGyXeBmGqBwFm\op@sGaMcCkFw@}Bm@iCe@mCuPukAmFm^a@kCi@gCq@aCy@{BaAsBiAiBoA}AiD_DuWkTwM{Iak@}^qAmAqAuA_DcEiHoKyEqHeb@_o@yLcRiFgHkAyAgAcAuB}A}@g@e@Wa\sN_Bk@uO}G}FqC}@k@ga@kYmD_CqNsKsC{CsCaDsCkDmAsAiA}AwA{AsFgHuFuG{MkPiImJmDoDkq@uj@mGkE_R_LaBkA_GgDsD}BcYiW_DmCqK{J{MmOuHcJcC_CqCyAiA_@oFaA{c@eHgj@yI}A_@yAg@qAs@oAgAeKqKsAgAyAw@aB_@eBEeBHqp@xEgEXeBBgBCiBMkl@_HcBOcBEcBFaBRmTnGaEbAaBViER_BE{AM{PeDgAS,,,962508850
25682,2023-4030-1672458754,MTO-constructions,401,Westbound,"Expect delays up to 30 minutes.
 Highway 401 - from Wyman Road to Wilton Road (Interchange 599)
 Eastbound off and on ramps at County Road 41 and Palace Road closed nightly from August 17-21, 2025 between 8:00 p.m. and 6:00 a.m.  Traffic may encounter nightly lane closures eastbound and westbound Sunday to Friday between 8:00 p.m. and 6:00 a.m.  Speeds reduced to 80 kilometres per hour.  Effective lane width 3.5 metres.
 
 August 08, 2025 - August 15, 2025",2024-05-13T04:00:00+00:00,2025-08-13T22:04:02+00:00,2024-05-13T04:00:00+00:00,2025-08-10T04:00:00+00:00,No Data,44.2826162,-76.7159927,,,roadwork,False,"August 08, 2025 - August 15, 2025",k}gmG|qfsMPpGNbL@lA`Alh@@tBXtKv@ja@fAbt@nAdo@`B`x@nAd`AvAbw@X`TVdOBx@X~W@~@|@pw@lAb`A\vTr@jj@dCl_BfBdtAxBhuAZtL~Ap]jD~p@rGpqAXtGlAjsAf@`j@FjCXtGd@vGtAbLd@jCpHb_@DPDVr@`DfCjM`Hp\^hBrDzQdArFpA~Jd@fG\lGPrGDpGAxAGzDU~Ga@xGYhCkCn]QhGC~BBdC@`CV|Fp@vH\pCRlA^xBfEhQJd@Jf@|@|ClCpKbKla@xLfg@r^dxAxBdL`@nCx@`Hf@rGjCp_@RpB`Dje@vCjc@nVpjDrE`m@zBt[tAzQxAxRF~@dZlfEnExk@hDxd@|@rM|@|LBnA?XN~@dAdNxD~j@fAxNdIxgAbHpaA|Dth@j@rH,,,1190893175
25683,2023-4006-795620837,MTO-constructions,138,Both Directions,"Expect delays up to 10 minutes.
 Highway 138 -  from Cornwall Centre Road to 0.2 kilometres south of County Road 43
 Access to Headline Road West will be closed from July 2 to August 29, 2025. Traffic may encounter single lane closures with flagging from 6:30 a.m. Monday to 6:00 p.m. Friday.  Speeds reduced to 60 kilometres per hour during flagging operations.  Effective lane width 4.25 metres. Effective width on Highway 138 detour road at Headline Road is 4.5 metres with speeds reduced to 50 kilometres per hour.
 
 August 08, 2025 - August 15, 2025",2024-07-13T04:00:00+00:00,2025-08-13T21:59:10+00:00,2024-07-13T04:00:00+00:00,2025-11-30T05:00:00+00:00,No Data,45.0605470819546,-74.77006630447,,,roadwork,False,"August 08, 2025 - August 15, 2025",m{_rG|ojgMa@sAgJ|GqJfHkDfCaEvCmJ`HsUnQiQ|MkBnAeChA_EnAqBt@{C`BefApw@}RdNsTdPgCrBc@\aKzHcE`DwkAr}@mIjGup@rg@wInFaZhQaGhDeK|GgDhC}qAzeA{AjAkIdHcC`CcBlBsOfRyIzKip@`y@_D~DiBzBgEhFaCjCyCrCgDpCyQrMuAx@c@ZSXmKpHw]zVeFvD_SrO}@x@mJjHyo@rg@,,,880540347
25685,2024-4015-1275816318,MTO-constructions,28,Both Directions,"Expect delays up to 10 minutes.
 Highway 28 - from Highway 7 to 1.0 kilometre north of Strickland Road
 Traffic may encounter single lane closures with flagging.  Effective lane width 4.0 metres.
 
 August 08, 2025 - August 15, 2025",2025-05-05T04:00:00+00:00,2025-08-07T13:42:44+00:00,2025-05-05T04:00:00+00:00,2026-05-05T04:00:00+00:00,No Data,44.3168647,-78.1991043999999,,,roadwork,False,"August 08, 2025 - August 15, 2025",ksnmGjgh|MuDnAaNvF_Bp@cY`M_`@lNwHpCkp@tWwDhBkF|C}FhDgD`BuDnAaB^kEp@qHtAaEjAwG~B_PbGul@nUsj@tSaExAiAh@cJdDyD`BqNpFqLdEam@nUo\~Lwk@xS__Ax\{^dNUHkAb@iFnBsFrBuDvA_A\cHhCwFtB}X|JqAb@_Bj@qHfCwBv@wDrA_Cv@oJlDqQvGyFtBeDnAwIdDqEhB,,,37165173
25879,2024-2005-1191432942,MTO-constructions,401,Eastbound,"Expect delays up to 10 minutes.
 Highway 401 / Sites 22X-372/1 and 2
 From August 9, 2025, to August 15, 2025, expect to delay for 5 minutes. A nighttime lane closure will be in effect on Highway 401 Eastbound at the Westney Road overpass for concrete removal and replacement of the expansion joint. From August 8 to August 11, the left shoulder and 4 out of 5 left lanes will be closed at varying times. On Friday, Lane 1 closes at 8:00 pm, Lane 2 at 9:00 pm, Lane 3 at 10:00 pm, and Lane 4 at 3:00 am, with reopening between 5:00 am and 12:00 pm the next day. On Saturday, Lane 1 closes at 7:00 pm, Lane 2 at 8:00 pm, Lane 3 at 10:00 pm, and Lane 4 at 2:00 am, with reopening between 6:00 am and 12:00 pm. On Sunday, Lane 1 closes at 7:00 pm, Lane 2 at 9:00 pm, Lane 3 at 10:00 pm, and Lane 4 at 1:00 am, with all lanes reopening by 6:00 am. From August 11 to August 15, the right shoulder and 4 out of 5 right lanes will be closed nightly. Lane 1 closes at 8:00 pm, Lane 2 at 9:00 pm, Lane 3 at 10:00 pm, and Lane 4 at 1:00 am, with all lanes reopening by 6:00 am. The right shoulder width is 0.00 meter and fully paved. The left shoulder width is 2.00 meters and fully paved. The maximum oversize or overweight load width permitted ranges from 3.5 meters to 7.5 meters depending on the closure. There are no height restrictions. Temporary traffic barrels will be in place.
 
 August 08, 2025 - August 15, 2025",2024-07-22T04:00:00+00:00,2025-08-12T18:33:57+00:00,2024-07-22T04:00:00+00:00,2025-11-14T05:00:00+00:00,No Data,43.849265787393,-79.0405196529304,,,roadwork,False,"August 08, 2025 - August 15, 2025",}hsjGfrlaN,,,884021612
25987,2024-2007-629571559,MTO-constructions,9,Both Directions,"Expect delays up to 10 minutes.
 From 349 meters west of Concession Road 3 to 40 meters east of Coolihans
 From May 5, 2025 to Nov 14, 2025, 1. Expect delays up to 10 minutes. 2. Alternate closure of Lane 1 would be expected with TC-54s and TCB for Eastbound and Westbound lanes. 3. There is speed limit reduction from 80 to 60 km/h in designated construction zone 4. Lane width on Highway 9 is 3.75 metres and has not changed 5. Vertical Clearances unaffected.
 
 August 08, 2025 - August 15, 2025",2025-04-15T04:00:00+00:00,2025-08-07T13:27:33+00:00,2025-04-15T04:00:00+00:00,2025-11-14T05:00:00+00:00,No Data,43.9598827100156,-79.9124071676109,,,roadwork,False,"August 08, 2025 - August 15, 2025",g|hkGp{vfNr@jF^zC|BzP,,,961383787
